,gid,cnt_light,total_cnt_securitylight,old_area_ratio,sangga_area_ratio,cnt_cctv,cnt_112,traffic,클러스터
0,다사49aa19ab,0,0,0.0,0.0,0,0.0,0.0,1
1,다사49aa19ba,0,0,0.0,0.0,0,0.0,0.0,1
2,다사49aa20aa,0,0,0.0,0.0,0,0.0,0.0,1
3,다사49ab18ab,0,0,0.0,0.0,0,0.0,0.0,1
4,다사49ab18ba,0,0,0.0,0.0,0,0.0,0.0,1
5,다사49ab18bb,0,0,0.0,0.0,0,0.0,0.0,1
6,다사49ab19aa,0,0,0.0,0.0,0,0.0,0.0,1
7,다사49ab19ab,0,0,0.0,0.0,4,0.0,0.0,1
8,다사49ab19ba,0,0,0.0,0.0,0,0.0,0.0,1
9,다사49ab19bb,0,0,0.0,0.0,0,0.0,0.0,1
10,다사49ab20aa,0,0,0.0,0.0,0,1.0,0.0,1
11,다사49ab20ab,0,0,0.0,0.0,0,0.0,0.0,1
12,다사49ab20ba,0,0,0.0,0.0,0,0.0,0.0,1
13,다사49ab20bb,0,0,0.0,0.0,0,0.0,0.0,1
14,다사49ba17bb,0,0,0.0,0.0,0,0.0,0.0,1
15,다사49ba18aa,0,0,0.0,0.0,0,0.0,0.0,1
16,다사49ba18ab,0,0,0.0,0.0,0,0.0,0.0,1
17,다사49ba18ba,0,0,0.0,0.0,0,0.0,0.0,1
18,다사49ba18bb,0,0,0.0,0.0,0,0.0,0.0,1
19,다사49ba19aa,0,0,0.0,0.0,0,0.0,0.0,1
20,다사49ba19ab,0,0,0.0,0.0,3,0.0,0.0,1
21,다사49ba19ba,5,0,0.0,0.0,0,11.0,9.0,1
22,다사49ba19bb,5,0,0.0,0.0,2,12.0,1.0,1
23,다사49ba20aa,0,0,0.0,0.0,0,0.0,0.0,1
24,다사49ba20ab,0,0,0.0,0.0,0,0.0,0.0,1
25,다사49ba20ba,0,0,0.0,0.0,0,0.0,0.0,1
26,다사49ba20bb,0,0,0.0,0.0,0,0.0,0.0,1
27,다사49ba21aa,0,0,0.0,0.0,0,0.0,0.0,1
28,다사49ba21ab,2,1,0.0,0.0,0,3.0,0.0,1
29,다사49ba21ba,3,0,0.0,0.0,0,0.0,0.0,1
30,다사49ba22ba,0,0,0.0,0.0,0,0.0,0.0,1
31,다사49ba22bb,0,0,0.0,0.0,0,0.0,0.0,1
32,다사49bb17ba,0,0,0.0,0.0,0,0.0,0.0,1
33,다사49bb17bb,0,0,0.0,0.0,0,0.0,0.0,1
34,다사49bb18aa,0,0,0.0,0.0,0,0.0,0.0,1
35,다사49bb18ab,0,0,0.0,0.0,0,0.0,0.0,1
36,다사49bb18ba,0,0,0.0,0.0,0,0.0,0.0,1
37,다사49bb18bb,6,1,0.0,0.0,0,1.0,0.0,1
38,다사49bb19aa,0,4,0.0,0.00528,4,12.0,1.0,1
39,다사49bb19ab,9,11,0.0,0.0,4,25.0,10.0,1
40,다사49bb19ba,23,0,0.0,0.00512,5,115.0,50.0,5
41,다사49bb19bb,11,0,0.0,0.005232,5,33.0,28.0,9
42,다사49bb20aa,0,0,0.0,0.0,0,0.0,2.0,1
43,다사49bb20ab,0,0,0.0,0.0,0,6.0,0.0,1
44,다사49bb20ba,0,7,0.0,0.0,0,4.0,0.0,1
45,다사49bb20bb,0,7,0.0,0.0,4,1.0,0.0,1
46,다사49bb21aa,0,0,0.0,0.0,0,0.0,0.0,1
47,다사49bb21ab,0,0,0.0,0.0,4,0.0,0.0,1
48,다사49bb21ba,10,0,0.0,0.0,0,3.0,5.0,1
49,다사49bb22ab,0,0,0.0,0.0,0,0.0,0.0,1
50,다사49bb22ba,0,0,0.0,0.0,0,1.0,0.0,1
51,다사49bb22bb,0,0,0.0,0.0,0,0.0,0.0,1
52,다사50aa17ba,0,0,0.0,0.0,0,0.0,0.0,1
53,다사50aa17bb,0,0,0.0,0.0,0,0.0,0.0,1
54,다사50aa18aa,0,1,0.0,0.0,0,7.0,0.0,1
55,다사50aa18ab,0,0,0.0,0.0,0,0.0,0.0,1
56,다사50aa18ba,0,0,0.0,0.0,0,0.0,5.0,1
57,다사50aa18bb,11,4,0.0,0.04432,0,13.0,42.0,9
58,다사50aa19aa,25,8,0.0,0.084144,5,95.0,44.0,9
59,다사50aa19ab,18,0,0.0,0.0,0,97.0,40.0,9
60,다사50aa19ba,19,0,0.0,0.0,8,64.0,38.0,9
61,다사50aa19bb,12,0,0.0,0.0,4,33.0,28.0,9
62,다사50aa20aa,0,0,0.0,0.0,0,1.0,0.0,1
63,다사50aa20ab,0,5,0.0,0.0,0,0.0,0.0,1
64,다사50aa20ba,0,13,0.0,0.013504,5,7.0,0.0,1
65,다사50aa20bb,0,16,0.0,0.0,4,3.0,0.0,1
66,다사50aa21aa,0,7,0.0,0.0,0,2.0,0.0,1
67,다사50aa21ab,0,4,0.0,0.0,0,17.0,25.0,1
68,다사50aa21ba,22,1,0.0,0.025488,10,101.0,61.0,5
69,다사50aa21bb,3,4,0.0,0.0,0,1.0,7.0,1
70,다사50aa22aa,0,0,0.0,0.0,0,0.0,0.0,1
71,다사50aa22ab,0,0,0.0,0.0,0,0.0,0.0,1
72,다사50aa22ba,0,4,0.0,0.0,0,6.0,0.0,1
73,다사50aa22bb,0,0,0.0,0.0,0,0.0,0.0,1
74,다사50ab17ba,0,0,0.0,0.0,0,0.0,0.0,1
75,다사50ab17bb,0,0,0.0,0.0,0,0.0,0.0,1
76,다사50ab18aa,0,4,0.0,0.0,3,3.0,0.0,1
77,다사50ab18ab,8,12,0.02177984,0.062536,2,6.0,2.0,1
78,다사50ab18ba,0,8,0.00952832,0.0,0,1.0,1.0,1
79,다사50ab18bb,16,3,0.0,0.0,5,29.0,60.0,5
80,다사50ab19aa,1,0,0.0,0.0,1,49.0,31.0,1
81,다사50ab19ab,14,0,0.0,0.0475776,5,198.0,39.0,9
82,다사50ab19ba,29,0,0.0,0.0420976,4,198.0,58.0,5
83,다사50ab19bb,12,0,0.0,0.0,1,55.0,9.0,1
84,다사50ab20aa,7,0,0.0,0.005248,0,4.0,0.0,1
85,다사50ab20ab,10,1,0.0,0.0,0,4.0,0.0,1
86,다사50ab20ba,10,5,0.0,0.0,3,11.0,5.0,1
87,다사50ab20bb,9,6,0.0,0.0,1,10.0,2.0,1
88,다사50ab21aa,0,0,0.0,0.0,0,0.0,0.0,1
89,다사50ab21ab,31,11,0.0,0.11952,11,179.0,57.0,5
90,다사50ab21ba,43,2,0.220864,0.233712,4,164.0,106.0,5
91,다사50ab21bb,11,9,0.0,0.00528,6,46.0,28.0,9
92,다사50ab22aa,0,4,0.152832,0.0,0,8.0,27.0,1
93,다사50ab22ab,0,1,0.0,0.0,0,0.0,1.0,1
94,다사50ab22ba,0,0,0.0,0.0,0,0.0,0.0,1
95,다사50ba17ba,0,0,0.0,0.0,0,0.0,0.0,1
96,다사50ba17bb,0,0,0.0,0.0,0,0.0,0.0,1
97,다사50ba18aa,0,0,0.0,0.0,0,0.0,0.0,1
98,다사50ba18ab,10,16,0.008864,0.11592,9,9.0,11.0,9
99,다사50ba18ba,0,7,0.0,0.0,0,1.0,0.0,1
100,다사50ba18bb,37,0,0.0,0.0,2,63.0,8.0,9
101,다사50ba19aa,41,0,0.0,0.0,2,95.0,11.0,2
102,다사50ba19ab,35,0,0.0,0.1002016,14,190.0,10.0,2
103,다사50ba19ba,33,0,0.0,0.1384944,6,273.0,39.0,5
104,다사50ba19bb,35,0,0.0,0.0,11,49.0,8.0,9
105,다사50ba20aa,17,0,0.0,0.0,0,6.0,0.0,9
106,다사50ba20ab,0,0,0.0,0.0,0,0.0,0.0,1
107,다사50ba20ba,0,0,0.0,0.0,0,2.0,0.0,1
108,다사50ba20bb,6,0,0.0,0.0,0,14.0,0.0,1
109,다사50ba21aa,10,0,0.0,0.0,1,9.0,3.0,1
110,다사50ba21ab,25,16,0.008352,0.08965888,5,140.0,92.0,5
111,다사50ba21ba,20,8,0.006336,0.053632,12,395.0,46.0,4
112,다사50ba21bb,19,6,0.01601856,0.0,5,35.0,25.0,9
113,다사50ba22aa,0,4,0.0,0.0,0,2.0,17.0,1
114,다사50ba22ab,0,5,0.0,0.0,0,0.0,5.0,1
115,다사50ba22ba,0,1,0.0,0.0,0,1.0,0.0,1
116,다사50bb17ba,0,0,0.0,0.0,0,0.0,0.0,1
117,다사50bb17bb,0,0,0.0,0.0,0,1.0,0.0,1
118,다사50bb18aa,0,0,0.0,0.0,0,1.0,0.0,1
119,다사50bb18ab,6,1,0.0,0.00528,0,7.0,0.0,1
120,다사50bb18ba,3,0,0.0,0.013392,3,1.0,0.0,1
121,다사50bb18bb,15,0,0.0,0.0,1,2.0,0.0,1
122,다사50bb19aa,27,0,0.0,0.0,1,60.0,4.0,9
123,다사50bb19ab,18,0,0.0,0.0,1,113.0,34.0,9
124,다사50bb19ba,26,0,0.0,0.0,11,144.0,41.0,9
125,다사50bb19bb,29,1,0.0,0.0,6,14.0,9.0,9
126,다사50bb20aa,7,0,0.0,0.0,0,0.0,0.0,1
127,다사50bb20ab,0,0,0.0,0.0,0,0.0,0.0,1
128,다사50bb20ba,0,0,0.0,0.0,0,0.0,0.0,1
129,다사50bb20bb,0,1,0.0,0.0,0,34.0,0.0,1
130,다사50bb21aa,1,6,0.0,0.0,0,5.0,1.0,1
131,다사50bb21ab,6,1,0.0,0.0,0,9.0,8.0,1
132,다사50bb21ba,10,0,0.0,0.0,0,26.0,4.0,1
133,다사50bb21bb,3,0,0.0,0.0,0,14.0,7.0,1
134,다사50bb22aa,0,0,0.0,0.0,0,0.0,0.0,1
135,다사50bb22ab,0,0,0.0,0.0,0,1.0,0.0,1
136,다사50bb22ba,0,0,0.0,0.0,0,0.0,0.0,1
137,다사51aa17ab,0,0,0.0,0.0,0,0.0,0.0,1
138,다사51aa17ba,0,0,0.0,0.0,0,1.0,0.0,1
139,다사51aa17bb,0,0,0.0,0.0,0,10.0,0.0,1
140,다사51aa18aa,0,0,0.0,0.0,0,17.0,2.0,1
141,다사51aa18ab,0,0,0.0,0.0,0,87.0,0.0,1
142,다사51aa18ba,10,0,0.0,0.01056,2,76.0,7.0,1
143,다사51aa18bb,16,0,0.0,0.0,2,8.0,20.0,9
144,다사51aa19aa,3,0,0.0,0.0,6,5.0,1.0,1
145,다사51aa19ab,0,0,0.0,0.0,2,44.0,41.0,1
146,다사51aa19ba,12,0,0.0,0.0,2,70.0,40.0,9
147,다사51aa19bb,17,0,0.0,0.0,4,39.0,22.0,9
148,다사51aa20aa,0,1,0.0,0.0,0,7.0,1.0,1
149,다사51aa20ab,0,0,0.0,0.0,0,0.0,0.0,1
150,다사51aa20ba,0,2,0.0,0.0,7,1.0,0.0,1
151,다사51aa20bb,0,0,0.0,0.0,0,3.0,0.0,1
152,다사51aa21aa,0,0,0.0,0.0,0,3.0,0.0,1
153,다사51aa21ab,0,0,0.0,0.0,0,6.0,0.0,1
154,다사51aa21ba,19,0,0.0,0.0,1,19.0,0.0,9
155,다사51aa21bb,13,0,0.0,0.0,4,0.0,5.0,9
156,다사51aa22aa,0,0,0.0,0.0,0,0.0,0.0,1
157,다사51aa22ab,0,1,0.0,0.0,0,2.0,0.0,1
158,다사51aa22ba,0,0,0.0,0.0,0,0.0,0.0,1
159,다사51ab16bb,0,1,0.0,0.0,0,0.0,0.0,1
160,다사51ab17aa,0,0,0.0,0.0,0,0.0,0.0,1
161,다사51ab17ab,0,0,0.0,0.0,2,0.0,0.0,1
162,다사51ab17ba,0,0,0.0,0.0,0,2.0,0.0,1
163,다사51ab17bb,12,0,0.0,0.0,1,80.0,21.0,9
164,다사51ab18aa,21,0,0.0,0.0,3,61.0,49.0,9
165,다사51ab18ab,8,0,0.0,0.0,3,50.0,2.0,1
166,다사51ab18ba,11,2,0.0,0.007008,0,109.0,29.0,9
167,다사51ab18bb,33,25,0.030144,0.067888,1,179.0,63.0,5
168,다사51ab19aa,16,3,0.0,0.00888,1,119.0,62.0,5
169,다사51ab19ab,4,0,0.0,0.01576,1,37.0,21.0,1
170,다사51ab19ba,42,0,0.0,0.0791872,3,1347.0,42.0,0
171,다사51ab19bb,17,0,0.0,0.0,6,26.0,16.0,9
172,다사51ab20aa,11,6,0.0,0.0,8,97.0,34.0,9
173,다사51ab20ab,0,1,0.0,0.0,0,9.0,1.0,1
174,다사51ab20ba,0,0,0.0,0.0,0,9.0,0.0,1
175,다사51ab20bb,0,0,0.0,0.0,0,9.0,0.0,1
176,다사51ab21aa,0,0,0.0,0.0,0,9.0,0.0,1
177,다사51ab21ab,5,0,0.0,0.0,0,14.0,0.0,1
178,다사51ab21ba,31,0,0.0,0.0,0,48.0,9.0,9
179,다사51ab21bb,19,0,0.0,0.0,4,4.0,24.0,9
180,다사51ab22aa,12,4,0.0,0.0,0,6.0,17.0,9
181,다사51ab22ab,19,3,0.0,0.0,0,12.0,68.0,5
182,다사51ab22ba,7,3,0.0,0.0,3,19.0,4.0,1
183,다사51ba16ba,0,0,0.0,0.0,0,0.0,0.0,1
184,다사51ba16bb,0,0,0.0,0.0,0,1.0,0.0,1
185,다사51ba17aa,0,0,0.0,0.0,0,0.0,0.0,1
186,다사51ba17ab,0,1,0.0,0.0,0,1.0,0.0,1
187,다사51ba17ba,0,16,0.0,0.0,7,0.0,0.0,1
188,다사51ba17bb,22,0,0.0,0.0,10,104.0,30.0,9
189,다사51ba18aa,27,0,0.0,0.0,4,88.0,53.0,5
190,다사51ba18ab,8,0,0.0,0.0,3,2.0,12.0,1
191,다사51ba18ba,34,4,0.001968,0.0566464,17,92.0,58.0,5
192,다사51ba18bb,25,29,0.03590368,0.188272,29,186.0,57.0,4
193,다사51ba19aa,29,20,0.0713504,0.03831632,22,205.0,50.0,4
194,다사51ba19ab,28,0,0.0,0.081056,6,99.0,24.0,9
195,다사51ba19ba,46,0,0.0,0.2445472,14,526.0,60.0,5
196,다사51ba19bb,47,0,0.0,0.0148016,7,144.0,86.0,5
197,다사51ba20aa,24,1,0.0036,0.028592,5,123.0,62.0,5
198,다사51ba20ab,0,0,0.0,0.0,0,2.0,3.0,1
199,다사51ba20ba,0,0,0.0,0.0,0,2.0,0.0,1
200,다사51ba20bb,0,0,0.0,0.0,0,0.0,0.0,1
201,다사51ba21aa,0,0,0.0,0.0,0,0.0,0.0,1
202,다사51ba21ab,0,0,0.0,0.0,0,1.0,0.0,1
203,다사51ba21ba,47,0,0.0,0.0,0,27.0,0.0,2
204,다사51ba21bb,10,5,0.0,0.0,4,62.0,7.0,1
205,다사51ba22aa,5,0,0.0,0.0,3,23.0,9.0,1
206,다사51ba22ab,32,0,0.0,0.0,3,94.0,62.0,5
207,다사51ba22ba,13,1,0.0,0.0,13,16.0,6.0,9
208,다사51ba22bb,0,0,0.0,0.0,0,0.0,1.0,1
209,다사51bb15ba,0,0,0.0,0.0,0,0.0,0.0,1
210,다사51bb15bb,5,0,0.0,0.036784,0,14.0,0.0,1
211,다사51bb16aa,18,0,0.0,0.0,2,17.0,0.0,9
212,다사51bb16ab,0,4,0.0,0.0,0,0.0,0.0,1
213,다사51bb16ba,0,14,0.021904,0.005424,4,3.0,0.0,1
214,다사51bb16bb,0,1,0.0,0.0,0,4.0,0.0,1
215,다사51bb17aa,0,0,0.0,0.0,0,1.0,2.0,1
216,다사51bb17ab,0,0,0.0,0.0,0,7.0,0.0,1
217,다사51bb17ba,8,0,0.0,0.0,0,1.0,0.0,1
218,다사51bb17bb,34,0,0.0,0.0,2,82.0,5.0,9
219,다사51bb18aa,29,0,0.0,0.0,1,98.0,42.0,9
220,다사51bb18ab,26,0,0.0,0.0,3,52.0,28.0,9
221,다사51bb18ba,30,0,0.0,0.0,3,89.0,39.0,9
222,다사51bb18bb,23,42,0.01616,0.057536,7,138.0,60.0,4
223,다사51bb19aa,15,37,0.0828436799999999,0.13056208,14,198.0,63.0,4
224,다사51bb19ab,54,2,0.0,0.0159232,3,164.0,28.0,2
225,다사51bb19ba,33,0,0.0,0.0,3,171.0,40.0,9
226,다사51bb19bb,15,0,0.0,0.0,1,17.0,6.0,9
227,다사51bb20aa,0,4,0.0,0.0,0,3.0,1.0,1
228,다사51bb20ab,0,1,0.0,0.0,0,1.0,0.0,1
229,다사51bb20ba,0,2,0.0,0.0,0,1.0,0.0,1
230,다사51bb20bb,0,3,0.0,0.0155056,0,2.0,0.0,1
231,다사51bb21aa,0,4,0.0,0.005072,0,0.0,0.0,1
232,다사51bb21ab,0,0,0.0,0.0,0,4.0,0.0,1
233,다사51bb21ba,45,0,0.0,0.0,0,9.0,1.0,2
234,다사51bb21bb,1,6,0.0,0.021776,4,2.0,5.0,1
235,다사51bb22aa,9,18,0.006352,0.127904,3,48.0,69.0,5
236,다사51bb22ab,28,1,0.0,0.01096,12,48.0,24.0,9
237,다사51bb22ba,24,0,0.0,0.0,3,3.0,0.0,9
238,다사51bb22bb,0,0,0.0,0.0,0,0.0,0.0,1
239,다사52aa15ba,16,0,0.0,0.060176,0,2.0,11.0,9
240,다사52aa15bb,12,0,0.0,0.0,0,5.0,2.0,1
241,다사52aa16aa,5,2,0.0,0.0,0,28.0,7.0,1
242,다사52aa16ab,24,8,0.0,0.1955384,2,34.0,8.0,9
243,다사52aa16ba,3,3,0.009104,0.0,0,1.0,0.0,1
244,다사52aa16bb,0,0,0.0,0.0,0,0.0,0.0,1
245,다사52aa17aa,0,0,0.0,0.0,0,0.0,0.0,1
246,다사52aa17ab,2,0,0.0,0.0,0,41.0,7.0,1
247,다사52aa17ba,30,0,0.0,0.0,1,22.0,6.0,9
248,다사52aa17bb,21,0,0.0,0.0,1,342.0,8.0,9
249,다사52aa18aa,21,0,0.0,0.0,1,59.0,0.0,9
250,다사52aa18ab,13,0,0.0,0.0,1,87.0,1.0,1
251,다사52aa18ba,24,0,0.0,0.0398511999999999,5,146.0,10.0,9
252,다사52aa18bb,15,0,0.0,0.0,0,98.0,41.0,9
253,다사52aa19aa,44,8,0.0,0.116144,12,121.0,46.0,2
254,다사52aa19ab,52,0,0.0,0.0817776,6,158.0,29.0,2
255,다사52aa19ba,2,1,0.0,0.0,0,0.0,0.0,1
256,다사52aa19bb,12,0,0.0,0.0,0,3.0,0.0,1
257,다사52aa20aa,0,5,0.0,0.0,0,0.0,0.0,1
258,다사52aa20ab,0,5,0.0,0.0396704,5,13.0,0.0,1
259,다사52aa20ba,4,13,0.0,0.081808,5,12.0,0.0,1
260,다사52aa20bb,0,4,0.0,0.029824,0,10.0,0.0,1
261,다사52aa21aa,0,0,0.0,0.0,0,0.0,0.0,1
262,다사52aa21ab,4,3,0.0,0.0,0,3.0,8.0,1
263,다사52aa21ba,31,7,0.0,0.08592,8,62.0,31.0,9
264,다사52aa21bb,37,14,0.02008,0.244048,11,71.0,48.0,5
265,다사52aa22aa,28,1,0.0,0.0268,3,68.0,44.0,9
266,다사52aa22ab,7,0,0.0,0.0,0,0.0,5.0,1
267,다사52aa22ba,0,0,0.0,0.0,0,17.0,0.0,1
268,다사52ab15ab,0,0,0.0,0.0,0,0.0,0.0,1
269,다사52ab15ba,2,0,0.0,0.0,0,0.0,9.0,1
270,다사52ab15bb,25,1,0.0,0.008336,0,87.0,31.0,9
271,다사52ab16aa,21,0,0.0,0.039744,3,105.0,48.0,9
272,다사52ab16ab,24,16,0.035664,0.195824,18,229.0,111.0,5
273,다사52ab16ba,12,0,0.01072,0.015872,10,91.0,42.0,9
274,다사52ab16bb,3,0,0.0,0.023984,6,13.0,5.0,1
275,다사52ab17aa,8,1,0.028016,0.107376,4,12.0,6.0,1
276,다사52ab17ab,19,7,0.0,0.004592,1,72.0,48.0,9
277,다사52ab17ba,64,0,0.0,0.0179184,10,120.0,7.0,2
278,다사52ab17bb,66,0,0.0,0.0574543999999999,3,154.0,14.0,2
279,다사52ab18aa,49,0,0.0,0.002736,14,205.0,0.0,2
280,다사52ab18ab,14,0,0.0,0.0,1,36.0,0.0,1
281,다사52ab18ba,28,0,0.0,0.0489504,7,19.0,0.0,9
282,다사52ab18bb,18,0,0.0,0.0385584,3,29.0,0.0,9
283,다사52ab19aa,6,0,0.0,0.0,0,3.0,0.0,1
284,다사52ab19ab,7,3,0.008496,0.0,0,8.0,0.0,1
285,다사52ab19ba,6,1,0.0,0.012304,1,4.0,0.0,1
286,다사52ab19bb,15,0,0.0,0.0,0,6.0,0.0,1
287,다사52ab20aa,5,0,0.0,0.0,0,6.0,0.0,1
288,다사52ab20ab,0,6,0.0,0.013056,2,0.0,0.0,1
289,다사52ab20ba,5,0,0.0,0.0,0,0.0,0.0,1
290,다사52ab20bb,5,0,0.0,0.0,0,0.0,0.0,1
291,다사52ab21aa,2,0,0.0,0.0,0,7.0,0.0,1
292,다사52ab21ab,16,1,0.0,0.00528,0,23.0,6.0,9
293,다사52ab21ba,18,3,0.0,0.0,5,5.0,2.0,9
294,다사52ab21bb,26,0,0.0,0.0,9,11.0,0.0,9
295,다사52ab22aa,0,6,0.0,0.0,0,2.0,0.0,1
296,다사52ab22ab,0,1,0.0,0.0,0,12.0,1.0,1
297,다사52ab22ba,31,0,0.0,0.0,4,20.0,8.0,9
298,다사52ab22bb,5,0,0.0,0.0,0,1.0,2.0,1
299,다사52ba15ab,0,0,0.0,0.0,0,0.0,3.0,1
300,다사52ba15ba,0,3,0.0,0.0,0,0.0,0.0,1
301,다사52ba15bb,26,17,0.004992,0.078128,17,72.0,19.0,4
302,다사52ba16aa,16,12,0.01832,0.017728,5,66.0,32.0,9
303,다사52ba16ab,20,12,0.0,0.07224,5,109.0,60.0,5
304,다사52ba16ba,27,4,0.006208,0.184608,7,140.0,74.0,5
305,다사52ba16bb,22,3,0.0,0.067712,11,6.0,5.0,9
306,다사52ba17aa,16,17,0.0,0.056016,1,13.0,1.0,9
307,다사52ba17ab,12,1,0.0,0.0,6,4.0,0.0,1
308,다사52ba17ba,30,0,0.0,0.0,1,20.0,2.0,9
309,다사52ba17bb,23,2,0.0,0.0,1,15.0,22.0,9
310,다사52ba18aa,22,0,0.0,0.0,1,19.0,0.0,9
311,다사52ba18ab,0,0,0.0,0.0,0,0.0,0.0,1
312,다사52ba18ba,0,0,0.0,0.0,0,0.0,0.0,1
313,다사52ba18bb,0,0,0.0,0.0,4,0.0,0.0,1
314,다사52ba19aa,0,1,0.0,0.0,0,1.0,0.0,1
315,다사52ba19ab,0,1,0.0,0.06288,0,2.0,0.0,1
316,다사52ba19ba,12,0,0.0,0.09008,0,29.0,0.0,1
317,다사52ba19bb,0,0,0.0,0.0,0,1.0,0.0,1
318,다사52ba20aa,18,0,0.0,0.0,0,7.0,0.0,9
319,다사52ba20ab,0,0,0.0,0.0,0,3.0,9.0,1
320,다사52ba20ba,0,0,0.0,1.3702624,0,20.0,26.0,6
321,다사52ba20bb,9,5,0.0,0.015232,0,1.0,12.0,1
322,다사52ba21aa,19,0,0.0,0.0,0,25.0,2.0,9
323,다사52ba21ab,0,0,0.0,0.0,0,0.0,0.0,1
324,다사52ba21ba,0,1,0.0,0.0,0,0.0,0.0,1
325,다사52ba21bb,16,0,0.0,0.0,8,12.0,1.0,9
326,다사52ba22aa,1,13,0.0,0.0,1,66.0,15.0,1
327,다사52ba22ab,2,22,0.0,0.019312,19,110.0,50.0,4
328,다사52ba22ba,45,25,0.003312,0.015344,1,82.0,40.0,2
329,다사52ba22bb,7,19,0.003152,0.0,5,79.0,77.0,5
330,다사52ba23aa,4,0,0.0,0.0,0,38.0,39.0,1
331,다사52ba23ab,0,0,0.0,0.0,0,2.0,11.0,1
332,다사52ba23ba,0,0,0.0,0.0,0,0.0,0.0,1
333,다사52ba24aa,0,0,0.0,0.0,0,0.0,0.0,1
334,다사52ba24ab,0,0,0.0,0.0,0,0.0,0.0,1
335,다사52bb14ba,0,0,0.0,0.0,0,0.0,3.0,1
336,다사52bb14bb,0,0,0.02616,0.02616,0,1.0,0.0,1
337,다사52bb15aa,0,0,0.0,0.0,0,3.0,2.0,1
338,다사52bb15ab,0,0,0.0,0.0,0,0.0,0.0,1
339,다사52bb15ba,0,1,0.038096,0.0,0,2.0,8.0,1
340,다사52bb15bb,39,11,0.006128,0.170096,8,128.0,63.0,5
341,다사52bb16aa,28,12,0.0458384,0.070544,13,91.0,33.0,9
342,다사52bb16ab,20,6,0.0,0.0,8,53.0,28.0,9
343,다사52bb16ba,23,2,0.0,0.0,11,99.0,19.0,9
344,다사52bb16bb,0,0,0.0,0.0,0,2.0,0.0,1
345,다사52bb17aa,0,0,0.0,0.0,0,0.0,0.0,1
346,다사52bb17ab,0,0,0.0,0.0,4,1.0,0.0,1
347,다사52bb17ba,28,1,0.0,0.0192,4,13.0,29.0,9
348,다사52bb17bb,35,1,0.0,0.008,0,25.0,84.0,5
349,다사52bb18aa,16,0,0.0,0.0,0,6.0,14.0,9
350,다사52bb18ab,0,0,0.0,0.0,0,0.0,0.0,1
351,다사52bb18ba,0,0,0.0,0.0,0,0.0,0.0,1
352,다사52bb18bb,0,0,0.0,0.0,0,0.0,2.0,1
353,다사52bb19aa,0,0,0.0,0.0,0,5.0,0.0,1
354,다사52bb19ab,8,0,0.0,0.0,0,3.0,3.0,1
355,다사52bb19ba,29,3,0.00275936,0.119952,1,108.0,36.0,9
356,다사52bb19bb,23,4,0.0068784,0.086944,0,58.0,22.0,9
357,다사52bb20aa,24,5,0.0,0.0253024,13,71.0,20.0,9
358,다사52bb20ab,33,2,0.0,0.0157456,4,98.0,33.0,9
359,다사52bb20ba,22,1,0.0,0.067872,5,172.0,72.0,5
360,다사52bb20bb,39,7,0.033888,0.271072,6,76.0,72.0,5
361,다사52bb21aa,17,3,0.0,0.010544,0,11.0,2.0,9
362,다사52bb21ab,14,0,0.0,0.0,0,6.0,2.0,1
363,다사52bb21ba,16,0,0.0,0.0,0,64.0,20.0,9
364,다사52bb21bb,10,12,0.0,0.009936,0,81.0,28.0,9
365,다사52bb22aa,0,50,0.014992,0.102432,27,270.0,49.0,7
366,다사52bb22ab,13,47,0.012032,0.10656,18,255.0,52.0,7
367,다사52bb22ba,41,31,0.03584656,0.05556944,21,159.0,47.0,4
368,다사52bb22bb,3,53,0.042848,0.033264,6,160.0,57.0,4
369,다사52bb23aa,24,4,0.0,0.014752,8,67.0,95.0,5
370,다사52bb23ab,12,2,0.0,0.0,4,20.0,19.0,9
371,다사52bb23ba,0,0,0.0,0.0,0,0.0,0.0,1
372,다사52bb23bb,0,0,0.0,0.0,0,0.0,0.0,1
373,다사52bb24aa,0,0,0.0,0.0,0,2.0,0.0,1
374,다사52bb24ab,0,0,0.0,0.0,0,0.0,0.0,1
